dist_id,id,district,state,lat,lon,notes
d16055,16055, SK Weimar, Thüringen,50.9833,11.3167,
d16056,16056, SK Eisenach, Thüringen,50.9833,10.3167,
d16061,16061, LK Eichsfeld, Thüringen,51.3752,10.2203,
d16062,16062, LK Nordhausen, Thüringen,51.4994,10.791,
d16063,16063, LK Wartburgkreis, Thüringen,50.8567,10.184,
d16064,16064, LK Unstrut-Hainich-Kreis, Thüringen,51.1825,10.5855,
d16065,16065, LK Kyffhäuserkreis, Thüringen,51.3083,11.0654,
d16066,16066, LK Schmalkalden-Meiningen, Thüringen,50.6061,10.3961,
d16067,16067, LK Gotha, Thüringen,50.9382,10.703,
d16068,16068, LK Sömmerda, Thüringen,51.1441,11.1453,
d16069,16069, LK Hildburghausen, Thüringen,50.442,10.6845,
d16070,16070, LK Ilm-Kreis, Thüringen,50.7294,10.9591,
d16071,16071, LK Weimarer Land, Thüringen,51.0025,11.3758,
d16072,16072, LK Sonneberg, Thüringen,50.4274,11.1211,
d16073,16073, LK Saalfeld-Rudolstadt, Thüringen,50.6187,11.2881,
d16074,16074, LK Saale-Holzland-Kreis, Thüringen,50.9043,11.7319,
d16075,16075, LK Saale-Orla-Kreis, Thüringen,50.6237,11.7202,
d16076,16076, LK Greiz, Thüringen,50.7786,12.0762,
d16077,16077, LK Altenburger Land, Thüringen,50.9579,12.3802,
